	Time(ms)	S0(mW)	S1	S2	S3	DOP(%)	Average DOP(%)	
1.30000	0.89341	0.95303	0.30226	0.02298	99.90234	99.90234
3.30000	0.89363	0.95315	0.30195	0.02307	99.85962	99.85962
1.10000	0.89378	0.95303	0.30222	0.02332	99.86877	99.86877
3.10000	0.89378	0.95309	0.30210	0.02329	99.86877	99.86877
0.90000	0.89320	0.95315	0.30183	0.02286	99.86877	99.86877
2.90000	0.89356	0.95318	0.30192	0.02301	99.85962	99.85962
0.70000	0.89291	0.95328	0.30180	0.02301	99.89319	99.89319
2.70000	0.89349	0.95318	0.30168	0.02298	99.90845	99.90845
0.50000	0.89298	0.95328	0.30180	0.02332	99.89319	99.89319
2.50000	0.89305	0.95312	0.30195	0.02316	99.91760	99.91760
0.30000	0.89254	0.95309	0.30219	0.02292	99.90234	99.90234
2.30000	0.89269	0.95306	0.30213	0.02292	99.87793	99.87793
0.10000	0.89305	0.95331	0.30149	0.02307	99.85962	99.85962
2.10000	0.89327	0.95312	0.30198	0.02310	99.90845	99.90845
4.10000	0.89370	0.95322	0.30192	0.02286	99.86877	99.86877
1.90000	0.89262	0.95349	0.30103	0.02268	99.88403	99.88403
3.90000	0.89305	0.95318	0.30207	0.02304	99.86877	99.86877
1.70000	0.89291	0.95312	0.30183	0.02298	99.87793	99.87793
3.70000	0.89356	0.95312	0.30207	0.02310	99.87793	99.87793
1.50000	0.89305	0.95322	0.30177	0.02274	99.86877	99.86877
3.50000	0.89312	0.95334	0.30152	0.02264	99.88403	99.88403
1.30000	0.89298	0.95337	0.30149	0.02261	99.89319	99.89319
3.30000	0.89283	0.95315	0.30204	0.02341	99.87793	99.87793
1.10000	0.89182	0.95337	0.30134	0.02274	99.87793	99.87793
3.10000	0.89262	0.95337	0.30122	0.02228	99.85962	99.85962
0.90000	0.89218	0.95312	0.30186	0.02292	99.90845	99.90845
2.90000	0.89196	0.95325	0.30152	0.02277	99.87793	99.87793
0.70000	0.89146	0.95312	0.30186	0.02280	99.89319	99.89319
2.70000	0.89131	0.95337	0.30134	0.02277	99.85352	99.85352
0.50000	0.89167	0.95340	0.30122	0.02274	99.90234	99.90234
2.50000	0.89131	0.95349	0.30097	0.02280	99.88403	99.88403
0.30000	0.89160	0.95334	0.30143	0.02246	99.86877	99.86877
2.30000	0.89080	0.95322	0.30164	0.02283	99.90234	99.90234
0.10000	0.89037	0.95322	0.30168	0.02298	99.90845	99.90845
2.10000	0.89037	0.95331	0.30161	0.02258	99.89319	99.89319
4.10000	0.89008	0.95331	0.30137	0.02310	99.89319	99.89319
1.90000	0.89001	0.95331	0.30131	0.02268	99.89319	99.89319
